section,word,meaning,part_of_speech,importance,label,proficiency,memo,example_sentence,example_translation,example_explanation
SECTION #23「思考・認識・知」,rational,合理的な,形容詞,**,難,,,We need to make a rational decision.,合理的な決定を下す必要がある。,rational + 名詞で「合理的な～」。SVO構文。
SECTION #23「思考・認識・知」,reason,理由、根拠； 理性； 論理的に考える,名詞/自動詞,**,普,,,There is no reason to worry.,心配する理由はない。,reason to do「～する理由」。There is構文。不定詞の形容詞的用法。
SECTION #23「思考・認識・知」,beast,獣、動物,名詞,*,難,,ビースト,The lion is often called the king of beasts.,ライオンはしばしば百獣の王と呼ばれる。,beast「獣」。受動態。be called + 名詞「～と呼ばれる」。
SECTION #23「思考・認識・知」,brute,獣、動物,名詞/形容詞,*,難,,,He used brute force to open the door.,彼は腕力でドアをこじ開けた。,brute force「腕力」。SVO構文。
SECTION #23「思考・認識・知」,notion,概念、観念,名詞,**,難,,Webサービス「Notion」,I have no notion of what he means.,彼が何を意味しているか見当がつかない。,have no notion of ～「～の見当がつかない」。SVO構文。
SECTION #23「思考・認識・知」,abstract,抽象的な,形容詞/名詞/他動詞,**,難,,,The concept is too abstract to understand.,その概念は抽象的すぎて理解できない。,abstract「抽象的な」。too ～ to do「～すぎて…できない」。SVC構文。
SECTION #23「思考・認識・知」,concrete,具体的な,形容詞/名詞,**,難,,,We need concrete evidence.,具体的な証拠が必要だ。,concrete + 名詞で「具体的な～」。SVO構文。
SECTION #23「思考・認識・知」,stereotype,固定観念、ステレオタイプ,名詞/他動詞,*,普,,,We should avoid racial stereotypes.,人種的な固定観念は避けるべきだ。,stereotype「固定観念」。SVO構文。
SECTION #23「思考・認識・知」,prejudice,先入観、偏見,名詞/他動詞,*,難,,,Education can help reduce prejudice.,教育は偏見を減らすのに役立つ。,prejudice「偏見」。SVO構文。help (to) do「～するのに役立つ」。
SECTION #23「思考・認識・知」,bias,偏見,名詞/他動詞,*,難,,,The report was criticized for its bias.,その報告書は偏向があると批判された。,bias「偏見、偏向」。受動態。be criticized for ～。
SECTION #23「思考・認識・知」,view,眺め、景色； 意見； みなす、考える,名詞/他動詞,**,普,,,"In my view, the plan is too risky.",私の見解では、その計画はリスクが高すぎる。,in my view「私の見解では」。副詞句。
SECTION #23「思考・認識・知」,review,見直す、批評,名詞/他動詞,*,普,,,The committee reviewed the proposal carefully.,委員会はその提案を慎重に審査した。,review + 名詞「～を審査する」。SVO構文。
SECTION #23「思考・認識・知」,viewpoint,観点、見地,名詞,**,普,,,Let's consider the issue from a different viewpoint.,別の視点からその問題を考えてみよう。,from a ～ viewpoint「～の視点から」。SVO構文。
SECTION #23「思考・認識・知」,standpoint,立場、観点,名詞,*,難,,,"From a financial standpoint, the plan is sound.",財政的な観点から、その計画は健全だ。,from a ～ standpoint「～の観点から」。SVC構文。
SECTION #23「思考・認識・知」,outlook,見解、見方、見通し,名詞,*,難,,MicroSoft メール 「outlook」,The economic outlook is uncertain.,経済の見通しは不透明だ。,outlook「見通し」。SVC構文。
SECTION #23「思考・認識・知」,optimistic,楽観的な,形容詞,*,難,,,She is optimistic about the future.,彼女は将来について楽観的だ。,be optimistic about ～「～について楽観的だ」。SVC構文。
SECTION #23「思考・認識・知」,pessimistic,悲観的な,形容詞,*,難,,,He tends to be pessimistic.,彼は悲観的になりがちだ。,be pessimistic「悲観的である」。SVC構文。tend to do「～しがちだ」。
SECTION #23「思考・認識・知」,aware,意識している,形容詞,**,難,,,I am well aware of the risks involved.,関係するリスクは十分承知している。,be aware of ～「～を承知している」。SVC構文。
SECTION #23「思考・認識・知」,alert,警戒している； 警報,形容詞/名詞/他動詞,**,難,,アラート,The police alerted the public to the danger.,警察は市民に危険を警告した。,alert + 人 + to ～「人に～を警告する」。SVO構文。
SECTION #23「思考・認識・知」,conscious,意識している,形容詞,**,難,,,She was conscious of being watched.,彼女は見られていることを意識していた。,be conscious of ～「～を意識している」。SVC構文。動名詞。
SECTION #23「思考・認識・知」,conscience,良心、善悪の判断力,名詞,*,難,,,He had a guilty conscience.,彼はやましい良心を抱えていた。,a guilty conscience「やましい良心」。SVO構文。
SECTION #23「思考・認識・知」,recognize,識別する、それと分かる； 認める,他動詞,**,難,,,I didn't recognize her at first.,最初は彼女だとわからなかった。,recognize + 名詞「～を認識する」。SVO構文。
SECTION #23「思考・認識・知」,cognition,認識,名詞,*,難,,,Research on human cognition has advanced rapidly.,人間の認知に関する研究は急速に進歩した。,cognition「認知」。SV構文。現在完了形。
SECTION #23「思考・認識・知」,knowledge,知識,名詞,**,易,,,Knowledge is power.,知識は力だ。,knowledge「知識」。SVC構文。
SECTION #23「思考・認識・知」,acknowledge,認める,他動詞,**,難,,,He acknowledged his mistake publicly.,彼は公に自分の過ちを認めた。,acknowledge + 名詞「～を認める」。SVO構文。
SECTION #23「思考・認識・知」,identify,身元を特定する、同一視する,自動詞/他動詞,**,普,,アイデンティティ,The police identified the suspect.,警察は容疑者を特定した。,identify + 名詞「～を特定する」。SVO構文。
SECTION #23「思考・認識・知」,intellect,知性,名詞,*,難,,,She is a woman of great intellect.,彼女は優れた知性の持ち主だ。,intellect「知性」。SVC構文。of + 名詞は形容詞的用法。
SECTION #23「思考・認識・知」,intelligence,知性； 諜報,名詞,**,易,,,Artificial intelligence is transforming society.,人工知能は社会を変革しつつある。,intelligence「知能」。SVO構文。進行形。
SECTION #23「思考・認識・知」,intelligible,理解可能な、判読可能な,形容詞,*,難,,,His handwriting is barely intelligible.,彼の筆跡はほとんど判読できない。,intelligible「理解できる、判読できる」。SVC構文。barely「ほとんど～ない」。
SECTION #23「思考・認識・知」,wisdom,賢明さ、知恵,名詞,**,難,,,With age comes wisdom.,年齢とともに知恵がつく。,wisdom「知恵」。倒置構文。SV構文。
SECTION #23「思考・認識・知」,bright,明るい、頭のいい,形容詞,**,難,,,She is a bright student.,彼女は聡明な学生だ。,bright + 名詞で「聡明な～」。SVC構文。
SECTION #23「思考・認識・知」,brilliant,頭のいい、輝かしい,形容詞,**,普,,,He came up with a brilliant idea.,彼は素晴らしいアイデアを思いついた。,brilliant + 名詞で「素晴らしい～」。SVO構文。come up with「～を思いつく」。
SECTION #23「思考・認識・知」,smart,利口な,形容詞,**,普,,,That was a smart decision.,それは賢い決定だった。,smart + 名詞で「賢い～」。SVC構文。
SECTION #23「思考・認識・知」,wit,機転、知力,名詞,*,難,,,He is a man of great wit.,彼は機知に富んだ人だ。,wit「機知」。SVC構文。of + 名詞は形容詞的用法。
SECTION #23「思考・認識・知」,insight,洞察力,名詞,*,難,,,The book offers valuable insights into human behavior.,その本は人間の行動に関する貴重な洞察を提供している。,insight into ～「～に対する洞察」。SVO構文。
SECTION #23「思考・認識・知」,philosophy,哲学、考え方,名詞,**,難,,,She studied philosophy at university.,彼女は大学で哲学を学んだ。,philosophy「哲学」。SVO構文。
SECTION #23「思考・認識・知」,comprehend,理解する、含む,他動詞,**,難,,,I cannot comprehend why he did that.,なぜ彼がそうしたのか理解できない。,comprehend + why節「なぜ～か理解する」。SVO構文。
SECTION #23「思考・認識・知」,consider,考慮する； みなす,自動詞/他動詞,**,難,,,We should consider all the options.,すべての選択肢を検討すべきだ。,consider + 名詞「～を検討する」。SVO構文。
SECTION #23「思考・認識・知」,contemplation,熟考、沈思,名詞,*,難,,,He sat in quiet contemplation.,彼は静かに沈思黙考していた。,contemplation「熟考、沈思」。SV構文。in contemplation「沈思して」。
SECTION #23「思考・認識・知」,meditate,瞑想する、深く考える,自動詞/他動詞,*,難,,,She meditates every morning for 20 minutes.,彼女は毎朝20分間瞑想する。,meditate「瞑想する」。自動詞。SV構文。
SECTION #23「思考・認識・知」,recollect,思い出す,自動詞/他動詞,*,難,,,I can't recollect his name.,彼の名前を思い出せない。,recollect + 名詞「～を思い出す」。SVO構文。
SECTION #23「思考・認識・知」,recall,思い出す,他動詞/名詞,*,難,,,I don't recall meeting him before.,以前彼に会った記憶がない。,recall doing「～したことを思い出す」。SVO構文（動名詞が目的語）。
SECTION #23「思考・認識・知」,inform,知らせる,自動詞/他動詞,**,難,,,Please inform us of any changes.,変更があればお知らせください。,inform + 人 + of ～「人に～を知らせる」。SVO構文。命令文。
SECTION #23「思考・認識・知」,remind,"思い出させる(of, that)",他動詞,**,普,,リマインド,This song reminds me of my childhood.,この曲は子供時代を思い出させる。,remind + 人 + of ～「人に～を思い出させる」。SVO構文。
SECTION #24「人・人生」,infant,幼児,名詞/形容詞,**,難,,,The infant was sleeping peacefully.,乳児は安らかに眠っていた。,infant「乳児」。SV構文。進行形。
SECTION #24「人・人生」,toddler,幼児,名詞,**,難,,,The toddler took her first steps.,幼児は初めの一歩を踏み出した。,toddler「幼児（よちよち歩きの子）」。SVO構文。
SECTION #24「人・人生」,adolescent,思春期の、十代の； 十代の若者,名詞/形容詞,**,難,,,Adolescents often seek independence.,青年期の若者はしばしば自立を求める。,adolescent「青年」。SVO構文。seek + 名詞「～を求める」。
SECTION #24「人・人生」,juvenile,少年少女の,形容詞/名詞,*,難,,,Juvenile crime is a growing concern.,少年犯罪は増大する懸念だ。,juvenile + 名詞で「少年の～」。SVC構文。
SECTION #24「人・人生」,adult,大人； 大人の,名詞/形容詞,**,易,,,Only adults are allowed to enter.,大人だけが入場を許可されている。,adult「大人」。受動態。be allowed to do「～することが許可される」。
SECTION #24「人・人生」,elderly,年配の、お年寄りの,形容詞,**,難,,,We should respect the elderly.,高齢者を敬うべきだ。,the elderly「高齢者」。SVO構文。the + 形容詞で「～な人々」。
SECTION #24「人・人生」,mature,成熟した； 成熟する,形容詞/自動詞,**,難,,,She is very mature for her age.,彼女は年齢の割にとても成熟している。,mature「成熟した」。SVC構文。for one's age「年齢の割に」。
SECTION #24「人・人生」,pregnant,妊娠している,形容詞,**,難,,,She is six months pregnant.,彼女は妊娠6か月だ。,be pregnant「妊娠している」。SVC構文。
SECTION #24「人・人生」,maternity,母性,名詞,*,難,,,She is on maternity leave.,彼女は産休中だ。,maternity leave「産休」。SVC構文。on leave「休暇中で」。
SECTION #24「人・人生」,birthrate,出生率,名詞,**,難,,,The birthrate in Japan has been declining.,日本の出生率は低下し続けている。,birthrate「出生率」。SV構文。現在完了進行形。
SECTION #24「人・人生」,abortion,妊娠中絶,名詞,*,難,,,Abortion remains a controversial issue.,中絶は依然として議論の多い問題だ。,abortion「中絶」。SVC構文。remain + 名詞「～のままである」。
SECTION #24「人・人生」,divorce,離婚,名詞/自動詞/他動詞,**,難,,,They decided to get a divorce.,彼らは離婚することにした。,get a divorce「離婚する」。SVO構文。decide to do「～することに決める」。
SECTION #24「人・人生」,celebrate,祝う,自動詞/他動詞,**,易,,,They celebrated their wedding anniversary.,彼らは結婚記念日を祝った。,celebrate + 名詞「～を祝う」。SVO構文。
SECTION #24「人・人生」,career,職歴、キャリア,名詞,**,易,,,She has had a successful career in finance.,彼女は金融分野で成功したキャリアを歩んできた。,career「キャリア、経歴」。SVO構文。現在完了形。
SECTION #24「人・人生」,background,背景； 経歴、生い立ち,名詞,**,易,,,He comes from a working-class background.,彼は労働者階級の出身だ。,background「背景、出身」。SV構文。come from ～「～の出身である」。
SECTION #24「人・人生」,status,社会的地位,名詞,**,普,,ステータス,What is your marital status?,あなたの婚姻状況は何ですか。,status「地位、状況」。疑問文。SVC構文。
SECTION #24「人・人生」,resign,(途中で)辞職する； 断念する,自動詞/他動詞,**,難,,,He resigned from his position as manager.,彼はマネージャーの職を辞任した。,resign from ～「～を辞任する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #24「人・人生」,retire,定年で退職する,自動詞/他動詞,**,普,,リタイア,She retired at the age of 65.,彼女は65歳で退職した。,retire「退職する」。自動詞。SV構文。at the age of ～「～歳で」。
SECTION #24「人・人生」,quit,やめる、中止する,自動詞/他動詞,**,普,,,He quit his job to start his own business.,彼は自分の事業を始めるために仕事を辞めた。,quit + 名詞「～を辞める」。SVO構文。to doは目的を表す副詞的用法。
SECTION #24「人・人生」,farewell,お別れ,名詞/間投詞,**,普,,,They said farewell to their friends.,彼らは友人たちに別れを告げた。,say farewell to ～「～に別れを告げる」。SVO構文。
SECTION #24「人・人生」,pension,年金,名詞,*,難,,ペンション,He receives a monthly pension.,彼は毎月年金を受け取っている。,pension「年金」。SVO構文。
SECTION #24「人・人生」,funeral,葬式,名詞,**,難,,,Many people attended the funeral.,多くの人が葬儀に参列した。,funeral「葬儀」。SVO構文。attend + 名詞「～に参列する」。
SECTION #24「人・人生」,tomb,墓石、墓,名詞,*,難,,,They visited the tomb of the ancient king.,彼らは古代の王の墓を訪れた。,tomb「墓」。SVO構文。
SECTION #24「人・人生」,bury,埋める、埋葬する,他動詞,*,難,,,He was buried in his hometown.,彼は故郷に埋葬された。,be buried「埋葬される」。受動態。
SECTION #24「人・人生」,coffin,棺桶,名詞,**,難,,,The coffin was carried into the church.,棺が教会に運び込まれた。,coffin「棺」。受動態。
SECTION #24「人・人生」,corpse,死体,名詞,**,難,,,The police discovered a corpse in the river.,警察は川で遺体を発見した。,corpse「遺体」。SVO構文。
SECTION #24「人・人生」,mortal,死ぬ運命にある,形容詞/名詞,**,難,,,All human beings are mortal.,すべての人間は死を免れない。,mortal「死を免れない」。SVC構文。
SECTION #24「人・人生」,inherit,相続する,自動詞/他動詞,**,普,,css,She inherited the house from her grandmother.,彼女は祖母から家を相続した。,inherit A from B「AをBから相続する」。SVO構文。
SECTION #24「人・人生」,heir,相続人、跡取り,名詞,**,難,,,He is the heir to the throne.,彼は王位の継承者だ。,the heir to ～「～の継承者」。SVC構文。
SECTION #24「人・人生」,heritage,遺産,名詞,*,難,,,We must protect our cultural heritage.,私たちは文化遺産を守らなければならない。,heritage「遺産」。SVO構文。
SECTION #24「人・人生」,legacy,遺産、遺物,名詞,*,普,,,She left a lasting legacy in the field of science.,彼女は科学の分野に永続的な遺産を残した。,legacy「遺産、功績」。SVO構文。
SECTION #24「人・人生」,offspring,子、子孫,名詞,*,普,,アメリカのロックバンド「offspring」,The animal and its offspring were released into the wild.,その動物とその子は野生に放された。,offspring「子、子孫」。受動態。単複同形。
SECTION #24「人・人生」,inevitable,避けられない、必然的な,形容詞,**,難,,,Change is inevitable.,変化は避けられない。,inevitable「避けられない」。SVC構文。
SECTION #24「人・人生」,fate,運命、宿命,名詞,**,普,,,He accepted his fate.,彼は自分の運命を受け入れた。,fate「運命」。SVO構文。
SECTION #24「人・人生」,individual,個人； 個人の、個々の,形容詞/名詞,**,難,,,Each individual has unique talents.,一人ひとりが独自の才能を持っている。,individual「個人」。SVO構文。
SECTION #24「人・人生」,personal,個人的な,形容詞,**,普,,,This is a personal matter.,これは個人的な問題だ。,personal + 名詞で「個人的な～」。SVC構文。
SECTION #24「人・人生」,private,個人的な,形容詞/名詞,**,普,,プライベート,He keeps his private life separate from work.,彼は私生活を仕事と切り離している。,private + 名詞で「私的な～」。SVOC構文。keep + O + C。
SECTION #24「人・人生」,self,自己,名詞/代名詞,*,普,,セルフ,She has a strong sense of self.,彼女は自我が強い。,self「自我」。SVO構文。a sense of self「自我の意識」。
SECTION #24「人・人生」,fellow,人、奴； 仲間、自分と同じ場にいる,名詞/形容詞,**,難,,,He is well liked by his fellow students.,彼は仲間の学生に好かれている。,fellow + 名詞で「仲間の～」。受動態。
SECTION #24「人・人生」,male,男性の； 男性,形容詞/名詞,**,易,,,The male population outnumbers the female.,男性人口は女性人口を上回っている。,male + 名詞で「男性の～」。SVO構文。outnumber + 名詞「～を上回る」。
SECTION #24「人・人生」,female,女性の； 女性,形容詞/名詞,**,易,,,The company has many female executives.,その会社には女性幹部が多い。,female + 名詞で「女性の～」。SVO構文。
SECTION #24「人・人生」,masculine,男の、男らしい,形容詞,*,難,,,"In French, the word is masculine.",フランス語では、その単語は男性名詞だ。,masculine「男性の」。SVC構文。
SECTION #24「人・人生」,feminine,女の、女らしい,形容詞,*,難,,,The noun has a feminine ending.,その名詞は女性語尾を持っている。,feminine + 名詞で「女性の～」。SVO構文。
SECTION #24「人・人生」,gender,ジェンダー,名詞,**,易,,,Gender equality is a fundamental human right.,男女平等は基本的人権だ。,gender「性別、ジェンダー」。SVC構文。
SECTION #24「人・人生」,sibling,兄弟,名詞,**,難,,,She has three siblings.,彼女には兄弟姉妹が3人いる。,sibling「兄弟姉妹」。SVO構文。
SECTION #24「人・人生」,spouse,配偶者,名詞,**,難,,,Both spouses must sign the document.,夫婦双方が書類に署名しなければならない。,spouse「配偶者」。SVO構文。
SECTION #25「人間関係」,society,社会； 社交,名詞,**,易,,ソーシャル,We live in a diverse society.,我々は多様な社会に暮らしている。,society「社会」。SV構文。
SECTION #25「人間関係」,community,地域社会、共同体,名詞,**,普,,コミュニティー,The local community organized a festival.,地域社会がお祭りを企画した。,community「地域社会」。SVO構文。
SECTION #25「人間関係」,communicate,(～と)意志の疎通をする(with),自動詞/他動詞,**,普,,コミュニケイト,It is important to communicate clearly.,明確に意思疎通することが重要だ。,communicate「意思疎通する」。自動詞。It is important to do構文。
SECTION #25「人間関係」,acquainted,知り合いである,形容詞,**,難,,,I am not acquainted with him.,私は彼と面識がない。,be acquainted with ～「～と面識がある」。SVC構文。
SECTION #25「人間関係」,intimate,親しい、親密な,形容詞/名詞,**,難,,,They are intimate friends.,彼らは親しい友人だ。,intimate + 名詞で「親しい～」。SVC構文。
SECTION #25「人間関係」,hostile,敵意のある,形容詞,**,難,,,The crowd became hostile toward the speaker.,群衆は話者に対して敵意を示すようになった。,be hostile toward ～「～に対して敵意がある」。SVC構文。
SECTION #25「人間関係」,hospitality,歓待、もてなし,名詞,*,難,,,We were impressed by their warm hospitality.,彼らの温かいもてなしに感銘を受けた。,hospitality「もてなし」。受動態。be impressed by ～。
SECTION #25「人間関係」,sympathy,同情,名詞,**,難,,,I have great sympathy for the victims.,被害者に深い同情を寄せている。,sympathy for ～「～への同情」。SVO構文。
SECTION #25「人間関係」,empathy,共感、感情移入,名詞,**,難,,,Empathy is the ability to understand others' feelings.,共感とは他者の感情を理解する能力だ。,empathy「共感」。SVC構文。the ability to do「～する能力」。
SECTION #25「人間関係」,pity,あわれむ、残念なこと,名詞/他動詞,**,難,,,I pity anyone who has to work in this heat.,この暑さの中で働かなければならない人を気の毒に思う。,pity + 名詞「～を気の毒に思う」。SVO構文。関係代名詞who。
SECTION #25「人間関係」,mercy,慈悲、あわれみ,名詞,*,難,,,The judge showed mercy to the defendant.,裁判官は被告に慈悲を示した。,show mercy to ～「～に慈悲を示す」。SVO構文。
SECTION #25「人間関係」,envy,うらやむ、ねたみ； うらやむ,名詞/他動詞,*,難,,,I envy your ability to speak three languages.,3か国語を話せるあなたがうらやましい。,envy + 名詞「～をうらやむ」。SVO構文。
SECTION #25「人間関係」,jealous,嫉妬した,形容詞,*,難,,,She was jealous of her sister's success.,彼女は姉の成功を妬んでいた。,be jealous of ～「～を妬む」。SVC構文。
SECTION #25「人間関係」,contempt,軽蔑,名詞,*,難,,,She felt nothing but contempt for him.,彼女は彼に対して軽蔑しか感じなかった。,contempt for ～「～への軽蔑」。SVO構文。nothing but「～しか…ない」。
SECTION #25「人間関係」,scorn,軽蔑,名詞/他動詞,*,難,,,He scorned their offer of help.,彼は彼らの助けの申し出を軽蔑した。,scorn + 名詞「～を軽蔑する」。SVO構文。
SECTION #25「人間関係」,despise,軽蔑する,他動詞,**,難,,,She despises dishonesty.,彼女は不正直を軽蔑している。,despise + 名詞「～を軽蔑する」。SVO構文。
SECTION #25「人間関係」,look down on,軽蔑する,他動詞句,**,難,,,You shouldn't look down on others.,他人を見下すべきではない。,look down on + 名詞「～を見下す」。他動詞句。SVO構文。
SECTION #25「人間関係」,disgust,嫌悪、むかつせる,名詞/他動詞,**,難,,,The sight of the mess disgusted her.,散らかった光景に彼女は嫌悪感を覚えた。,disgust + 名詞「～に嫌悪感を与える」。SVO構文。
SECTION #25「人間関係」,hatred,憎悪,名詞,**,難,,,Hatred only leads to more violence.,憎悪はさらなる暴力を生むだけだ。,hatred「憎悪」。SVO構文。lead to ～「～につながる」。
SECTION #25「人間関係」,insult,侮辱（する）,他動詞/名詞,**,難,,,He insulted her in front of everyone.,彼は皆の前で彼女を侮辱した。,insult + 名詞「～を侮辱する」。SVO構文。
SECTION #25「人間関係」,humiliate,屈辱を与える,他動詞,*,難,,,She was humiliated by his remarks.,彼女は彼の発言で屈辱を受けた。,be humiliated by ～「～で屈辱を受ける」。受動態。
SECTION #25「人間関係」,curse,呪う、ののしる,名詞/自動詞/他動詞,*,難,,,He cursed his bad luck.,彼は不運を呪った。,curse + 名詞「～を呪う」。SVO構文。
SECTION #25「人間関係」,endure,耐える、我慢する,自動詞/他動詞,**,難,,,She endured years of hardship.,彼女は何年もの困難に耐えた。,endure + 名詞「～に耐える」。SVO構文。
SECTION #25「人間関係」,durable,耐久性のある,形容詞,*,難,,,This material is extremely durable.,この素材は極めて耐久性がある。,durable「耐久性のある」。SVC構文。
SECTION #25「人間関係」,put up with,耐える、我慢する,他動詞句,**,難,,,I can't put up with his rudeness any longer.,彼の無礼にはもう我慢できない。,put up with + 名詞「～を我慢する」。他動詞句。SVO構文。
SECTION #25「人間関係」,compromise,妥協（する）,名詞/自動詞/他動詞,**,難,,,Both sides reached a compromise.,双方が妥協に達した。,reach a compromise「妥協に達する」。SVO構文。
SECTION #25「人間関係」,praise,賞賛； ほめる,名詞/他動詞,**,難,,,The teacher praised the student for her effort.,先生は生徒の努力を褒めた。,praise + 人 + for ～「人の～を褒める」。SVO構文。
SECTION #25「人間関係」,award,賞； 賞を与える,名詞/他動詞,**,普,,アワード,She was awarded the Nobel Prize.,彼女はノーベル賞を授与された。,be awarded + 名詞「～を授与される」。受動態。SVOO構文。
SECTION #25「人間関係」,reward,報酬,名詞/他動詞,**,普,,レワード,He was rewarded for his bravery.,彼は勇敢さに対して報われた。,be rewarded for ～「～に対して報われる」。受動態。
SECTION #25「人間関係」,compliment,お世辞（を言う）,名詞/他動詞,**,難,,,She complimented him on his presentation.,彼女は彼のプレゼンを褒めた。,compliment + 人 + on ～「人の～を褒める」。SVO構文。
SECTION #25「人間関係」,flatter,おだてる,他動詞,*,難,,アプリケーションフレームワークは「Flutter」,Don't flatter yourself.,うぬぼれるな。,flatter oneself「うぬぼれる」。SVO構文。命令文。
SECTION #25「人間関係」,spoil,甘やかす、台無しにする,自動詞/他動詞,**,難,,,Too much praise can spoil a child.,褒めすぎると子供を甘やかすことになる。,spoil + 名詞「～を甘やかす」。SVO構文。
SECTION #25「人間関係」,congratulate,祝う、お祝いを述べる,他動詞,**,難,,,I congratulated her on her promotion.,私は彼女の昇進を祝った。,congratulate + 人 + on ～「人の～を祝う」。SVO構文。
SECTION #25「人間関係」,grateful,感謝している、ありがたく思う,形容詞,**,難,,,I am grateful to you for your help.,お力添えに感謝しています。,be grateful to + 人 + for ～「人に～のことで感謝している」。SVC構文。
SECTION #25「人間関係」,appreciate,正しく評価する； 感謝する； 鑑賞する,自動詞/他動詞,**,難,,,I really appreciate your kindness.,ご親切に心から感謝します。,appreciate + 名詞「～に感謝する」。SVO構文。
SECTION #25「人間関係」,gratitude,感謝,名詞,*,難,,,She expressed her gratitude to the volunteers.,彼女はボランティアに感謝の意を表した。,express gratitude to ～「～に感謝の意を表す」。SVO構文。
SECTION #25「人間関係」,admire,感心する、賞賛する,他動詞,**,難,,,I admire her courage.,彼女の勇気に感嘆する。,admire + 名詞「～に感嘆する」。SVO構文。
SECTION #25「人間関係」,esteem,尊敬する、尊重する,名詞/他動詞,**,難,,,She is held in high esteem by her colleagues.,彼女は同僚から高く評価されている。,be held in high esteem「高く評価される」。受動態。
SECTION #25「人間関係」,adore,崇拝する、敬愛する,他動詞,*,難,,,She adores her grandchildren.,彼女は孫たちを溺愛している。,adore + 名詞「～を溺愛する」。SVO構文。
SECTION #25「人間関係」,dignity,威厳,名詞,*,難,,,Everyone should be treated with dignity.,すべての人は尊厳をもって扱われるべきだ。,with dignity「尊厳をもって」。受動態。
SECTION #25「人間関係」,cooperate,協力する,自動詞,**,難,,,The two countries agreed to cooperate on the project.,両国はそのプロジェクトで協力することに合意した。,cooperate on ～「～で協力する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #25「人間関係」,loyal,忠実な,形容詞,**,難,,,She remained loyal to her friends.,彼女は友人に忠実であり続けた。,be loyal to ～「～に忠実である」。SVC構文。remain + 形容詞。
SECTION #25「人間関係」,betray,裏切る； 暴露する,他動詞,**,難,,,He betrayed his country.,彼は祖国を裏切った。,betray + 名詞「～を裏切る」。SVO構文。
SECTION #25「人間関係」,make fun of,からかう,他動詞句,**,難,,,Don't make fun of others.,他人をからかってはいけない。,make fun of + 名詞「～をからかう」。他動詞句。命令文。
SECTION #25「人間関係」,tease,いじめる、からかう,他動詞,*,難,,,The other children teased him about his glasses.,他の子供たちは彼のメガネのことでからかった。,tease + 人 + about ～「人を～のことでからかう」。SVO構文。
SECTION #25「人間関係」,bully,いじめる,名詞/他動詞,*,難,,,She was bullied at school.,彼女は学校でいじめられた。,be bullied「いじめられる」。受動態。
SECTION #25「人間関係」,bother,悩ます、迷惑をかける,自動詞/他動詞/名詞,**,難,,,"Sorry to bother you, but could I ask a question?",お邪魔してすみませんが、質問してもよろしいですか。,bother + 名詞「～を悩ます」。SVO構文。
SECTION #25「人間関係」,nuisance,迷惑行為、迷惑な人,名詞,*,難,,,The noise is a nuisance to the neighbors.,その騒音は近隣の迷惑だ。,a nuisance to ～「～にとっての迷惑」。SVC構文。
SECTION #26「価値・基準・選択・出来事・参加」,value,価値； 価値観； ～を重んじる,名詞/他動詞,**,普,,,I value your opinion.,あなたの意見を大切にしています。,value + 名詞「～を大切にする」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,worth,～の価値のある； 価値,名詞/形容詞,**,難,,,The painting is worth a million dollars.,その絵画は100万ドルの価値がある。,be worth + 名詞「～の価値がある」。SVC構文。
SECTION #26「価値・基準・選択・出来事・参加」,deserve,～に値する,自動詞/他動詞,**,難,,,She deserves a promotion.,彼女は昇進に値する。,deserve + 名詞「～に値する」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,cherish,～を大事にする,他動詞,*,難,,,She cherishes the memories of her childhood.,彼女は子供時代の思い出を大切にしている。,cherish + 名詞「～を大切にする」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,treasure,～を大事にする、宝,名詞/他動詞,**,難,,,I treasure the time I spent with my family.,家族と過ごした時間を大切にしている。,treasure + 名詞「～を大切にする」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,evaluate,～を評価する,他動詞,**,難,,,We need to evaluate the effectiveness of the program.,プログラムの有効性を評価する必要がある。,evaluate + 名詞「～を評価する」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,measure,～を測定する； (測定の)基準、手段、程度,名詞/自動詞/他動詞,**,普,,メジャー,We measured the length of the room.,部屋の長さを測った。,measure + 名詞「～を測る」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,assess,～を査定する,他動詞,**,難,,,The teacher assessed the students' performance.,教師は生徒の成績を評価した。,assess + 名詞「～を評価する」。SVO構文。
SECTION #26「価値・基準・選択・出来事・参加」,standard,基準、標準、水準,名詞/形容詞,**,普,,スタンダード,The school maintains high academic standards.,その学校は高い学力水準を維持している。,standard「基準」。SVO構文。maintain + 名詞「～を維持する」。
SECTION #26「価値・基準・選択・出来事・参加」,norm,基準、規範,名詞,*,難,,,Social norms vary from culture to culture.,社会規範は文化によって異なる。,norm「規範」。SV構文。vary from A to A「Aによって異なる」。
SECTION #26「価値・基準・選択・出来事・参加」,criterion,基準、指標,名詞,*,難,,,What criteria did you use?,どのような基準を使いましたか。,criterion「基準」（複数形criteria）。SVO構文。疑問文。
